"UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4960 (BuD391B)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4964 (Cod30)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","MaDE1 & E2","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)"
550.835,626.752,529.523,629.665,560.157,655.198,603.224,619.425,623.694,647.374,546.163,532.043,546.263,540.536,570.899,529.304,546.182,537.518,545.716,564.975,553.177,566.724,535.609,560.467,551.116,566.942,602.339,567.715,558.015,560.072,595.833,573.218,600.339,594.355,583.474,602.998,592.619,601.396,583.467,624.958,623.152,610.975,612.613,636.248,617.638,626.687,651.973,651.098,644.444,651.748,623.944,651.372,659.072,657.138,658.726,666.947,653.101,662.958,669.956,668.765,639.437,663.233,661.205,531.284,553.81,549.466,549.837,535.131,541.369,555.8,581.488,574.933,623.526,629.603,595.749,619.08,600.836
593.18,616.615,542.861,607.865,566.885,657.166,628.249,633.291,644.098,659.105,538.397,540.302,532.385,534.442,604.269,528.83,534.532,533.588,529.072,557.854,576.237,536.355,589.765,573.916,555.229,564.919,565.814,546.181,594.539,579.215,572.79,597.264,567.168,600.923,550.08,597.479,572.211,611.333,624.404,599.641,634.204,637.246,621.284,634.638,616.963,640.828,652.007,652.821,649.576,643.569,652.868,652.443,658.744,649.779,660.069,671.891,667.485,664.136,668.866,656.396,586.365,663.055,660.165,543.671,550.348,542.938,548.706,527.501,546.891,584.985,571.52,576.081,636.886,614.073,594.707,648.039,632.742
568.459,602.199,533.848,611.112,566.274,653.092,561.512,568.331,633.956,650.494,538.699,552.171,570.039,532.313,573.239,544.165,545.727,539.22,560.045,544.326,546.503,546.689,548.756,561.312,541.03,575.559,569.829,557.531,560.202,588.294,557.278,568.206,585.899,567.087,600.424,586.716,601.087,591.608,571.124,640.664,577.159,652.947,642.445,634.48,651.995,645.024,654.105,641.316,636.9,642.673,650.169,654.406,662.745,666.416,668.029,658.566,660.432,662.142,667.178,664.994,590.006,664.095,652.413,533.184,543.301,532.731,546.848,528.9,535.44,554.403,601.245,554.147,628.54,650.066,604.273,635.184,600.323
568.6,641.506,539.732,630.338,560.769,655.861,584.983,617.426,635.077,648.59,535.925,537.908,532.97,526.142,593.523,536.248,541.623,546.384,549.914,542.669,547.15,532.338,591.77,538.498,539.461,573.98,562.298,594.856,597.414,593.432,572.012,559.546,580.302,597.982,584.316,583.633,611.591,577.518,602.313,600.506,621.641,604.498,619.316,630.67,651.28,657.422,662.181,624.156,652.144,621.7,648.43,659.534,657.287,664.767,664.416,665.596,658.796,668.141,654.241,659.969,608.319,664.203,660.681,540.165,526.588,540.85,549.418,534.426,534.735,558.021,585.458,632.332,628.526,622.15,583.042,646.107,607.147
555.696,612.826,529.036,633.759,559.229,652.073,556.133,604.274,610.707,659.41,525.45,527.038,538.459,574.214,602.789,534.3,537.743,541.992,524.852,547.38,555.062,545.817,566.64,564.978,551.663,554.442,570.179,572.136,599.208,588.089,592.082,554.622,554.648,543.945,583.308,629.855,564.17,604.088,579.991,602.319,635.826,632.798,636.975,633.059,630.106,646.854,652.481,658.014,610.15,620.131,653.43,657.598,652.252,657.415,660.211,655.779,655.919,669.806,672.721,667.314,630.097,661.813,656.372,536.924,537.632,546.674,544.204,544.067,552.002,541.162,610.794,603.156,628.725,639.201,602.45,645.859,607.518
548.521,609.302,527.078,643.342,582.26,653.176,575.634,595.164,652.078,663.935,536.546,535.67,528.837,561.434,591.957,517.553,516.836,517.52,519.001,562.263,556.141,556.236,537.657,586.335,536.93,563.524,590.716,566.538,559.639,553.192,587.386,602.855,566.452,570.456,575.588,590.699,571.489,563.261,637.231,627.013,608.937,651.438,613.752,634.916,629.742,647.46,665.708,615.638,638.135,650.698,655.318,657.761,658.744,661.735,666.018,662.089,678.33,663.01,676.433,672.692,604.834,663.571,665.872,522.473,530.683,544.567,557.613,542.332,527.878,562.329,623.832,555.776,610.225,615.943,586.877,613.786,600.718
550.85,603.303,521.547,629.717,544.732,663.721,586.469,592.046,643.868,655.469,531.277,532.251,538.97,559.344,635.994,540.932,534.223,552.869,540.694,535.363,532.491,555.271,559.452,552.009,569.863,555.247,552.163,584.604,580.013,542.392,562.671,571.26,586.314,565.861,629.999,582.231,644.136,593.406,607.554,648.11,614.41,642.398,642.773,651.61,628.691,654.188,654.506,650.394,655.882,651.668,631.123,656.638,663.996,663.347,655.655,675.235,659.707,671.692,668.135,662.093,618.064,669.416,668.512,519.922,541.919,543.673,561.406,528.652,531.556,557.601,625.951,587.771,608.312,624.941,581.137,631.612,639.235
547.274,597.233,531.238,650.957,583.338,660.898,585.374,609.169,640.758,647.179,532.55,539.985,515.434,539.133,554.488,532.284,543.126,541.846,516.43,542.387,559.995,546.241,553.684,562.304,558.12,554.429,557.129,554.772,560.909,614.937,577.259,580.777,588.137,605.982,582.467,588.475,622.072,641.563,588.169,640.552,632.151,634.438,616.338,643.673,650.875,614.092,637.242,642.768,654.406,656.67,664.467,659.935,658.468,656.121,663.252,666.147,655.438,667.578,659.393,662.476,630.432,665.782,667.574,545.878,523.234,546.683,545.883,534.023,539.06,564.152,601.737,603.235,616.548,635.849,578.095,641.127,605.047
588.449,633.792,529.151,634.417,554.905,657.515,586.584,623.066,637.075,661.126,539.753,514.886,538.25,544.35,551.236,530.339,538.896,531.848,552.144,521.931,544.118,545.407,538.55,561.612,556.176,560.537,561.239,598.396,577.42,555.958,559.039,593.958,610.271,606.197,559.728,588.025,630.698,581.483,627.54,584.094,632.14,631.015,636.817,649.34,639.403,641.676,655.881,650.15,648.925,626.637,657.115,662.476,663.7,655.352,664.032,664.096,656.049,667.826,667.428,668.758,601.052,659.614,659.534,540.646,512.911,533.444,515.739,526.658,534.26,552.395,595.047,576.651,636.79,627.717,558.657,646.22,627.106
568.401,592.905,545.961,613.182,562.539,665.738,581.285,598.958,611.143,646.808,525.359,526.088,529.419,564.921,583.077,531.864,534.416,536.549,523.418,538.652,539.432,558.485,560.289,552.902,582.546,555.97,565.014,555.584,556.289,586.316,556.784,608.1,565.092,565.294,593.708,568.027,584.743,594.051,616.105,654.454,627.655,648.594,595.145,650.669,623.214,615.391,653.92,642.167,648.296,642.694,659.929,651.186,670.403,668.052,647.922,669.398,668.682,657.743,665.187,668.067,645.931,667.452,661.386,528.598,537.401,538.325,535.825,526.263,532.14,561.022,590.099,578.211,622.128,615.467,597.974,647.23,610.907
559.98,627.331,538.36,603.222,588.843,663.386,569.946,592.611,646.674,656.533,535.276,545.902,533.937,559.115,573.411,536.436,541.701,549.524,560.12,545.881,555.096,542.011,551.381,548.996,565.265,549.14,567.019,597.253,560.504,557.403,570.343,572.978,552.18,619.751,591.244,563.839,573.737,607.547,617.01,633.326,634.506,631.767,588.756,651.344,619.916,638.025,665.295,615.656,628.04,650.416,663.871,661.485,662.597,666.32,665.692,671.662,661.433,668.255,663.723,671.532,583.975,670.141,661.165,531.496,545.206,540.485,559.299,546.77,535.008,551.099,630.359,580.395,619.122,649.502,589.088,646.357,637.923
550.047,584.212,528.448,646.051,562.966,661.6,586.586,608.781,613.373,661.423,531.075,558.797,526.493,566.422,583.801,530.916,556.469,545.788,554.72,518.601,575.642,544.094,564.043,547.092,585.764,551.412,557.591,566.381,582.693,580.073,587.157,560.729,563.28,582.978,590.482,621.163,609.702,578.5,608.729,606.755,640.7,629.17,624.154,653.704,646.171,631.842,659.332,646,630.85,640.023,650.046,660.219,666.395,655.622,661.22,672.313,668.416,665.132,671.751,675.884,599.781,668.083,662.721,534.916,529.886,515.068,549.4,530.599,530.021,562.355,575.939,561.852,644.805,633.537,562.054,631.477,629.431
569.459,585.338,523.577,628.851,568.656,659.9,583.059,609.717,622.111,655.53,532.007,528.133,553.744,542.084,568.815,530.068,560.731,520.579,519.439,549.53,546.057,550.989,557.419,562.638,549.775,571.181,605.722,560.619,564.594,576.172,596.29,555.452,583.595,588.902,579.022,563.416,598.188,569.132,592.887,626.463,631.231,574.851,628.199,656.502,617.158,653.197,664.689,635.267,651.561,657.033,658.278,657.929,654.996,666.662,657.134,658.859,664.459,667.072,662.118,666.315,601.434,661.02,661.725,526.922,537.582,537.467,539.692,519.073,547.957,597.912,575.894,574.926,589.102,628.599,597.158,646.079,605.163
580.198,613.614,518.433,646.091,553.401,666.069,589.234,590.881,625.324,655.477,535.438,539.122,510.591,542.641,624.567,510.865,511.579,509.801,532.113,562.274,518.486,550.857,545.795,550.532,560.618,571.881,551.744,569.574,598.381,567.189,553.76,559.664,579.651,567.796,600.398,624.324,557.578,579.528,596.409,606.845,630.713,617.982,632.088,642.528,646.619,607.236,658.244,640.555,609.854,631.528,669.016,665.983,657.661,653.831,651.878,666.774,661.952,667.994,671.277,666.265,598.596,670.653,665.679,539.312,518.911,539.499,551.277,531.862,526.949,559.884,592.74,601.566,582.769,617.423,612.053,654.495,584.957
571.932,592.229,533.132,617.881,586.194,664.125,571.756,581.371,646.054,655.139,532.783,531.557,535.581,532.285,550.922,537.409,521.928,554.222,538.425,564.055,553.33,549.534,561.095,546.48,576.786,564.018,569.627,575.351,592.489,607.27,552.399,571.73,584.312,587.394,556.317,589.541,619.187,596.392,576.432,619.031,631.208,631.04,633.913,640.379,643.654,652.773,652.927,634.085,626.604,652.936,638.44,658.792,661.62,617.401,668.717,654.584,667.691,672.587,671.871,668.363,596.183,661.386,661.435,539.863,546.496,519.938,545.49,539.893,528.008,544.313,571.384,574.191,645.281,639.273,576.422,643.234,641.29
554.837,620.026,529.222,645.706,559.049,655.546,571.477,596.396,648.058,665.339,531.811,537.23,544.417,567.944,547.927,531.356,530.891,530.038,532.78,539.215,560.921,551.548,553.966,565.301,556.427,591.677,559.276,556.383,570.732,594.583,580.247,565.102,591.131,579.776,593.097,582.047,583.424,632.644,578.603,616.316,616.8,643.271,589.93,631.399,620.157,646.235,652.197,633.359,639.599,658.242,658.317,653.173,653.702,659.931,667.752,666.451,666.102,667.915,659.229,660.333,588.326,666.125,666.379,538.147,533.689,539.155,550.8,540.916,545.989,551.789,584.464,622.723,644.752,619.367,581.459,626.164,582.739
558.204,611.006,534.729,635.01,575.738,653.922,612.139,620.457,647.191,665.259,549.124,559.226,542.246,556.304,561.91,538.932,537.249,552.155,546.72,544.221,563.023,540.371,559.244,545.086,589.091,547.117,564.401,575.609,571.67,585.8,547.918,590.821,562.894,554.136,582.809,555.03,584.083,578.727,637.286,629.509,626.444,648.736,627.241,643.083,616.823,609.548,648.895,633.182,652.761,621.584,631.801,646.646,660.081,652.642,653.777,663.032,660.725,661.084,656.767,664.763,580.09,660.974,655.957,538.445,535.643,542.467,534.491,546.326,537.511,562.555,590.401,577.292,580.349,645.33,574.956,620.254,608.985
563.427,616.022,541.634,641.065,580.851,663.063,578.073,578.248,641.451,648.893,539.284,540.555,549.565,543.436,552.954,535.084,535.065,550.524,538.742,542.994,541.587,550.42,568.851,559.864,560.683,561.467,582.132,577.632,585.679,594.314,582.576,596.194,605.693,583.029,579.282,556.195,579.288,603.952,582.309,636.369,638.156,639.603,634.719,635.245,620.662,641.433,651.913,645.969,658.083,648.856,652.983,651.758,659.195,661.244,653.62,667.332,662.992,669.941,668.682,667.069,581.709,665.848,663.41,533.961,547.463,552.218,547.927,541.393,539.471,558.603,554.468,584.88,615.571,627.342,596.547,640.968,617.015
574.42,580.19,538.077,642.301,592.83,638.859,599.28,600.272,649.862,665.236,540.806,542.18,535.834,548.298,582.516,534.386,537.916,551.251,551.105,543.175,587.422,553.274,548.442,540.493,563.506,554.27,544.023,568.726,573.135,561.905,563.859,561.098,580.531,608.148,599.809,610.606,583.447,595.231,579.057,634.662,648.839,653.348,639.533,631.338,639.835,645.228,652.362,635.154,655.53,644.764,665.037,630.498,655.337,664.448,661.84,663.979,667.7,656.364,663.422,665.283,600.61,659.754,656.583,539.707,539.676,542.174,536.601,536.121,545.91,539.787,585.107,570.226,603.965,656.87,572.516,613.795,604.636
570.255,601.361,531.117,643.605,568.973,654.258,589.699,621.708,629.728,656.364,526.975,539.497,540.086,549.484,595.187,531.233,555.78,538.705,550.519,559.254,562.309,545.147,567.34,552.462,532.419,601.597,574.382,555.758,573.155,587.278,562.206,552.266,568.183,606.183,591.413,601.542,606.219,593.437,595.378,630.952,634.524,648.812,645.763,630.447,616.27,616.092,654.531,648.849,654.726,661.364,630.141,655.272,660.073,663.536,660.547,657.688,656.702,657.777,661.255,664.01,644.419,658.323,665.191,538.797,530.605,552.123,563.137,533.668,543.492,569.058,576.495,605.715,624.542,627.129,593.952,647.577,591.128
556.36,631.904,527.51,614.178,561.384,663.45,572.603,587.112,645.813,660.037,534.266,545.769,564.124,553.112,558.72,530.474,564.99,548.157,557.063,546.319,532.871,535.674,552.075,554.129,541.99,556.817,554.676,565.823,595.48,591.877,580.892,569.308,588.144,568.197,585.506,583.795,594.569,583.951,580.075,630.405,649.555,634.323,600.988,633.115,593.04,639.501,649.194,621.53,608.901,662.674,651.847,653.471,658.221,653.459,658.988,658.813,655.962,664.784,660.764,665.89,647.883,652.728,659.767,537.078,536.078,536.938,549.974,535.223,524.921,558.035,592.915,599.645,636.968,593.334,557.799,638.906,594.724
590.085,629.448,535.605,632.838,548.884,652.121,571.857,578.551,625.714,650.42,522.691,515.54,534.588,549.667,557.083,528.628,525.495,525.243,552.247,558.91,512.867,551.467,548.07,551.332,550.81,555.518,551.696,568.605,572.856,606.963,584.072,590.138,578.79,553.277,569.609,563.067,596.912,573.049,609.394,648.007,643.933,637.277,619.097,641.037,636.876,651.687,662.3,648.179,649.732,637.452,658.048,656.896,659.434,659.717,668.594,672.244,672.739,668.565,658.908,664.615,612.2,658.689,663.695,528.493,514.955,537.516,547.384,522.062,531.508,567.988,591.129,589.702,636.843,613.872,585.607,640.615,601.9
598.967,607.766,522.785,631.2,561.489,659.881,570.026,611.942,626.816,661.142,546.457,528.791,539.683,559.69,598.348,525.787,537.701,545.037,559.291,526.7,553.359,542.654,552.734,563.706,594.198,570.051,564.921,578.664,572.685,563.605,568.934,572.965,579.254,599.078,592.688,565.234,616.825,593.851,628.598,645.966,615.171,648.787,606.087,640.438,623.641,617.64,652.476,621.092,632.938,652.967,634.085,662.337,653.322,658.341,653.617,666.835,661.663,669.248,667.174,665.493,622.739,665.585,656.952,539.794,535.786,544.194,536.297,523.404,526.422,548.95,612.504,555.469,622.807,635.337,586.926,652.97,598.248
553.056,598.336,526.294,623.715,595.288,654.076,576.459,603.887,648.748,654.643,513.371,520.502,549.54,543.073,563.863,519.064,549.802,554.752,544.048,513.203,547.489,540.905,562.19,545.836,520.174,555.332,558.23,554.835,561.514,579.291,569.132,559.803,571.521,616.086,609.023,608.865,577.354,577.35,609.527,629.628,595.812,606.284,610.711,634.752,639.746,653.864,657.297,654.529,633.029,631.832,652.827,646.452,666.896,658.901,670.341,671.343,669.481,665.153,665.954,660.168,641.91,655.591,655.893,534.933,541.965,542.636,547.12,512.971,519.709,547.567,580.675,595.48,601.169,641.844,586.263,641.694,593.482
560.151,643.317,547.415,643.457,563.751,662.85,555.694,569.662,629.945,659.621,532.464,530.132,550.42,568.29,590.416,520.799,522.197,534.768,544.656,532.313,542.718,544.979,542.807,546.101,562.574,553.325,551.415,597.978,579.186,552.196,567.336,601.889,567.994,583.313,544.087,602.935,580.253,606.432,619.909,637.304,612.918,645.564,610.185,641.468,607.682,623.501,653.709,649.441,627.983,598.06,651.495,658.672,666.346,657.39,667.723,658.925,666.786,666.616,667.606,671.819,597.962,662.853,656.911,536.759,544.388,522.189,541.199,525.189,530.729,569.195,575.447,622.969,647.947,619.577,594.712,633.284,581.563
560.49,616.682,520.127,645.717,559.651,660.181,583.857,589.729,636.771,657.407,518.287,539.608,541.971,543.79,556.396,523.436,523.526,539.582,529.68,520.705,567.711,562.927,559.253,571.315,566.371,570.109,554.173,583.07,578.229,567.922,578.876,563.111,593.66,575.07,596.05,559.669,573.55,592.487,591.497,645.503,588.977,618.364,600.738,656.669,613.028,607.075,657.057,632.679,607.702,601.483,659.267,652.29,650.275,655.96,665.103,662.768,663.734,666.088,662.861,664.95,590.169,655.091,661.628,517.471,545.942,555.222,544.48,536.26,534.161,572.139,568.133,595.72,624.217,626.763,591.501,649.64,596.624
553.804,614.379,515.203,634.253,554.472,666.669,564.741,593.606,613.671,651.454,513.167,525.998,531.922,548.544,585.01,523.145,540.319,535.239,552.23,515.455,516.563,546.989,568.484,553.443,559.828,578.515,546.864,559.657,581.703,581.352,561.077,597.545,557.442,598.135,594.62,589.902,587.589,595.34,581.204,621.331,628.708,648.765,615.18,643.9,650.518,626.839,657.625,644.071,650.866,658.483,659.314,664.192,658.669,664.097,661.233,675.144,674.709,664.356,669.887,660.175,611.694,667.203,672.057,540.017,543.725,534.847,517.077,537.83,527.154,549.529,578.308,595.81,626.67,641.556,573.319,639.802,588.317
554.611,631.216,529.277,644.6,560.005,654.16,563.015,614.652,621.35,656.41,544.224,539.95,538.71,550.192,611.479,530.582,533.886,542.56,551.52,574.584,552.013,551.567,541.808,551.305,546.004,558.447,565.033,566.316,578.962,545.765,572.986,565.769,568.702,594.847,590.147,594.13,598.049,593.654,620.15,597.546,613.748,646.634,625.997,642.328,633.932,629.217,636.322,629.844,648.897,656.06,654.064,654.316,657.029,656.365,655.385,664.816,666.375,670.155,669.252,666.781,583.894,666.595,656.969,548.251,515.224,517.702,540.167,534.478,525.984,571.868,609.774,574.529,634.95,628.77,560.088,643.801,588.953
578.648,605.056,533.283,628.783,561.4,660.364,576.015,587.432,637.661,655.033,533.778,538.145,551.97,555.398,580.386,531.612,533.155,532.744,541.187,561.53,548.003,551.708,541.086,542.032,555.163,578.171,563.1,588.988,558.72,565.785,596.925,588.692,562.987,587.534,572.249,575.891,551.224,581.747,591.997,637.66,642.855,637.651,618.468,642.547,646.471,628.243,656.176,644.578,648.083,637.486,657.094,652.248,655.247,662.007,665.313,664.873,658.221,664.537,663.837,657.648,642.215,663.784,661.429,531.94,527.449,532.957,546.249,542.566,526.852,557.091,561.804,591.269,624.415,610.926,569.89,615.397,622.304
560.575,611.82,529.836,649.016,551.263,654.388,574.613,597.279,634.115,660.325,526.536,524.979,543.164,547.415,620.901,538.131,544.856,545.439,560.516,536.48,545.35,543.877,562.226,566.532,556.915,560.723,560.929,560.339,553.639,572.503,567.195,600.291,564.179,574.49,610.57,584.318,563.17,613.242,601.331,647.004,635.037,644.559,584.509,632.174,637.994,650.457,655.877,648.753,647.533,647.513,631.47,651.245,663.884,659.969,650.65,668.529,656.471,659.837,661.012,658.187,602.078,650.468,663.917,536.043,537.268,564.128,547.27,536.307,534.582,548.299,622.83,585.213,644.84,648.023,572.862,641.179,622.719
570.776,625.404,533.181,650.656,605.754,664.61,555.162,580.787,639.645,646.728,536.781,520.221,538.982,549.999,570.684,517.507,545.608,545.977,545.658,566.289,547.124,558.178,566.707,552.018,557.26,593.517,570.107,587.164,560.29,548.139,551.828,549.242,611.489,557.173,568.409,592.827,584.16,594.175,596.239,628.765,644.796,626.392,630.183,638.987,622.78,640.559,661.949,654.494,619.614,635.859,661.877,657.293,670.996,654.632,665.884,664.785,669.097,662.887,660.677,662.092,590.091,655.561,651.961,521.119,530.982,520.848,519.835,523.549,524.443,566.241,580.001,567.519,612.977,628.42,593.468,621.137,600.671
556.378,628.374,519.612,647.901,585,660.611,602.064,607.067,638.407,648.352,514.345,540.908,527.472,543.762,594.089,529.71,547.26,521.614,553.072,518.248,569.43,547.633,552.944,551.388,566.73,547.646,554.454,602.852,584.169,612.07,564.186,591.169,589.006,549.486,577.419,588.678,596.144,586.257,608.699,640.266,601.639,632.625,624.532,643.126,633.406,615.95,628.806,642.809,621.475,656.771,656.869,663.562,667.285,662.128,663.2,665.192,667.213,657.657,663.713,665.282,616.728,667.062,651.357,511.493,542.082,543.915,551.471,511.89,513.716,557.583,562.105,557.8,612.06,625.312,577.4,631.004,629.933
573.26,606.985,537.886,622.663,576.087,655.509,559.138,583.376,654.752,658.89,528.583,535.844,553.42,535.633,613.599,534.434,554.653,549.881,548.524,543.193,548.8,550.419,552.541,551.339,593.09,575.608,568.43,570.723,567.24,563.997,589.205,555.141,575.964,571.693,579.688,639.749,566.579,592.674,639.408,607.704,634.203,645.188,625.191,650.501,633.216,634.061,652.137,652.023,653.847,649.669,655.861,664.316,654.006,659.522,659.352,667.449,663.371,667.076,662.1,661.344,621.964,668.133,669.67,531.41,540.16,548.079,548.28,534.642,528.644,545.333,595.317,572.119,634.05,603.627,572.17,611.688,606.885
572.65,616.828,531.799,612.919,590.212,656.767,555.941,606.638,642.912,649.99,541.319,532.634,536.708,533.821,543.785,531.33,547.6,564.249,531.349,546.281,545.612,577.476,551.149,553.156,619.977,562.425,560.18,563.895,573.51,558.942,561.437,559.975,550.718,564.603,598.413,556.927,623.414,588.958,569.479,620.083,607.812,609.442,634.717,646.616,645.605,647.493,652.533,648.502,658.752,651.746,657.576,659.28,664.638,651.12,658.252,669.404,666.931,664.339,663.749,662.515,598.139,657.177,656.141,530.514,542.742,535.828,547.661,531.999,533.837,548.868,556.686,578.726,640.056,632.625,601.195,623.35,622.767
545.211,588.975,529.777,651.989,569.849,653.663,568.279,603.001,617.532,665.428,537.405,536.614,536.597,570.863,586.103,536.437,539.383,544.572,546.74,549.711,540.081,540.109,548.154,586.735,552.675,573.21,560.859,585.019,555.537,556.577,592.649,576.203,587.17,567.575,571.128,596.148,562.568,609.864,598.75,634.175,606.514,655.391,608.011,637.738,605.873,628.684,637.764,642.389,629.878,635,652.412,659.898,662.846,655.631,662.364,663.011,662.016,662.683,665.504,660.564,598.859,661.804,665.632,545.525,535.125,544.969,538.617,531.953,538.371,550.774,554.693,564.67,625.156,632.892,582.224,616.11,615.372
580.603,619.69,534.661,645.63,574.557,654.241,579.216,606.385,636.503,659.636,547.224,534.432,543.275,556.331,558.149,532.021,547.225,540.283,545.095,540.488,554.031,556.825,561.905,566.561,549.974,553.481,572.02,607.958,595.142,554.87,574.8,645.553,575.044,567.843,557.229,601.217,591.764,592.886,618.365,627.839,625.846,621.204,645.338,629.477,622.831,588.353,655.474,635.881,642.597,654.692,644.024,654.063,656.985,658.689,660.858,662.923,658.079,661.083,665.372,665.865,599.165,663.77,661.154,541.799,532.984,535.093,542.702,533.085,536.295,552.641,577.831,579.302,610.42,631.201,589.586,608.919,612.058
552.341,629.789,534.293,636.75,579.324,670.831,578.003,619.72,635.916,656.741,538.795,540.2,531.135,538.029,566.367,540.96,538.221,533.67,535.104,538.441,557.734,544.834,557.909,570.976,571.915,554.137,574.481,571.331,583.486,576.762,628.231,571.758,558.825,575.155,593.996,615.85,564.193,564.428,615.129,592.937,642.96,629.149,651.11,641.076,582.011,635.863,658.252,650.54,637.331,623.469,659.041,671.145,665.131,649.624,662.054,663.546,660.103,657.891,670.634,670.978,607.133,656.584,657.974,540.995,544.72,542.306,536.476,531.294,537.605,568.474,592.478,582.297,629.855,624.003,599.931,633.635,611.788
566.989,610.222,530.622,648.124,563.139,666.149,575.953,587.286,600.204,652.873,539.903,534.759,549.188,568.524,551.107,534.768,547.67,546.921,548.344,530.571,550.045,551.382,540.889,560.534,553.436,594.925,574.551,581.784,556.106,577.359,551.816,556.255,595.677,557.959,598.226,569.31,603.267,610.393,590.477,590.763,623.998,622.977,613.417,650.227,629.117,649.324,657.661,652.74,616.799,656.202,650.293,663.635,639.302,659.556,666.222,663.499,666.498,663.703,662.297,654.084,622.38,659.352,657.318,534.712,544.883,550.676,541.688,535.072,535.92,544.295,564.15,579.894,642.121,626.704,609.148,643.852,601.417
573.39,603.067,534.662,635.353,625.969,659.382,572.325,598.423,626.565,654.895,542.154,539.42,545.807,559.055,574.351,537.53,547.023,562.524,567.263,541.51,546.732,553.157,569.552,542.642,555.209,562.053,561.397,574.989,575.156,575.996,571.584,556.186,576.305,597.664,566.86,619.781,587.073,607.162,557.294,630.59,604.067,634.586,648.236,640.943,604.366,611.877,665.493,628.147,642.745,653.236,649.181,654.861,653.277,663.696,669.989,663.957,653.625,663.993,662.029,674.065,591.246,660.785,664.941,541.635,536.488,540.45,547.374,537.714,533.565,572.153,565.237,603.2,608.989,616.926,599.205,644.58,622.311
566.416,602.374,532.172,643.749,577.674,656.693,570.661,604.312,626.08,653.604,535.994,535.086,545.47,559.498,590.468,545.198,517.303,517.778,554.808,521.126,538.768,547.018,556.509,548.716,565.71,570.509,594.566,563.525,609.015,595.755,546.711,591.659,566.418,597.827,558.253,582.783,637.85,582.611,618.905,635.623,615.726,621.605,578.079,632.996,646.922,644.221,656.55,635.467,649.915,652.568,655.526,640.24,661.585,658.758,655.611,661.533,659.67,660.308,661.713,661.689,614.545,662.58,641.002,536.415,540.942,534.477,539.543,533.545,521.088,561.614,580.644,594.608,600.185,630.021,609.722,649.804,631.203
565.169,615.917,521.606,639.652,572.927,668.726,553.582,576.306,632.866,655.104,532.63,530.415,537.346,558.352,586.443,509.025,525.63,543.645,553.355,540.005,562.006,552.939,571.936,546.944,572.821,575.925,554.305,576.981,589.645,566.793,561.72,592.409,592.081,570.326,569.18,560.878,606.875,576.788,595.902,640.947,643.191,626.687,632.945,631.509,611.757,629.489,654.054,645.809,645.441,639.232,652.727,665.51,667.229,659.337,662.925,661.119,658.749,672.463,661.22,674.089,641.341,658.432,665.968,508.713,515.062,522.108,513.832,525.646,522.516,557.657,590.752,618.73,609.816,630.622,591.002,623.084,601.158
591.673,612.589,527.093,607.757,559.16,659.208,585.948,598.775,622.73,640.357,525.837,514.989,513.64,552.372,567.005,511.152,522.593,521.784,538.614,548.318,541.56,539.643,562.193,545.384,559.617,554.941,554.571,553.76,573.796,557.94,608.669,550.257,590.154,567.721,575.253,577.048,597.868,612.088,608.198,618.38,640.938,615,629.841,629.479,640.142,609.268,654.656,642.826,606.852,660.302,647.778,657.683,652.17,660.417,664.372,661.412,671.889,659.24,669.232,669.326,608.554,668.913,663.889,531.318,539.397,558.964,532.798,526.655,534.557,548.366,606.535,593.933,631.671,625.514,586.385,641.878,589.857
